UF,Município,ICM_Classification
SP,Santa Adélia,C
SP,Santo Antônio do Aracanguá,C
SP,São João do Pau dAlho,C
SP,Três Fronteiras,C
SP,Tupi Paulista,C
SP,Urânia,C
SP,Urupês,C
PR,Anahy,C
PR,Arapuã,C
PR,Atalaia,C
PR,Céu Azul,C
PR,Cidade Gaúcha,C
PR,Coronel Domingos Soares,C
PR,Francisco Alves,C
PR,Iguatu,C
PR,Leópolis,C
PR,Luiziana,C
PR,Marilena,C
PR,Moreira Sales,C
PR,Palmital,C
PR,Pérola,C
PR,Porto Rico,C
PR,Pranchita,C
PR,Santa Cruz de Monte Castelo,C
PR,Santa Isabel do Ivaí,C
PR,Terra Roxa,C
SC,Arroio Trinta,C
SC,Capão Alto,C
RS,Arvorezinha,C
RS,Barra do Rio Azul,C
RS,Camargo,C
RS,Campo Novo,C
RS,Capitão,C
RS,Chuí,C
RS,Dezesseis de Novembro,C
RS,Ivorá,C
RS,Linha Nova,C
RS,Maratá,C
RS,Morro Reuter,C
RS,Pirapó,C
RS,Pontão,C
RS,Pouso Novo,C
RS,Salvador das Missões,C
RS,Santa Bárbara do Sul,C
RS,São José do Ouro,C
RS,São Pedro das Missões,C
RS,Segredo,C
RS,Sério,C
RS,Toropi,C
RS,Tucunduva,C
RS,Tuparendi,C
RS,Vista Gaúcha,C
MS,Fátima do Sul,C
MS,Laguna Carapã,C
MS,Maracaju,C
MS,Pedro Gomes,C
MS,Rio Negro,C
MS,Rochedo,C
MS,Sidrolândia,C
MS,Terenos,C
MT,Araguainha,C
MT,Bom Jesus do Araguaia,C
MT,Brasnorte,C
MT,Lambari DOeste,C
MT,Pedra Preta,C
MT,Ponte Branca,C
MT,São Pedro da Cipa,C
MT,Santo Antônio do Leste,C
GO,Abadiânia,C
GO,Anicuns,C
GO,Cachoeira Alta,C
GO,Corumbá de Goiás,C
GO,Itaberaí,C
GO,Ivolândia,C
GO,Jaraguá,C
GO,Mara Rosa,C
GO,Novo Brasil,C
GO,Orizona,C
GO,Padre Bernardo,C
GO,Rialma,C
GO,São Luiz do Norte,C
GO,São Miguel do Passa Quatro,C
GO,São Patrício,C
GO,Urutaí,C
GO,Vianópolis,C
RO,Corumbiara,C
RO,Presidente Médici,C
RO,Rio Crespo,C
RO,Cujubim,C
RO,Monte Negro,C
RO,Nova União,C
RO,Teixeirópolis,C
AC,Acrelândia,C
PA,Benevides,C
PA,Bonito,C
PA,Igarapé-Miri,C
PA,Inhangapi,C
PA,Limoeiro do Ajuru,C
PA,Santa Bárbara do Pará,C
PA,Santa Izabel do Pará,C
PA,São Domingos do Araguaia,C
PA,Sapucaia,C
PA,Tracuateua,C
TO,Abreulândia,C
TO,Arapoema,C
TO,Bandeirantes do Tocantins,C
TO,Campos Lindos,C
TO,Cristalândia,C
TO,Dianópolis,C
TO,Tabocão,C
TO,Itapiratins,C
TO,Novo Alegre,C
TO,Pequizeiro,C
TO,Pindorama do Tocantins,C
TO,Ponte Alta do Tocantins,C
TO,Riachinho,C
TO,Santa Rosa do Tocantins,C
TO,Silvanópolis,C
TO,Sítio Novo do Tocantins,C
TO,Wanderlândia,C
MA,Anajatuba,C
MA,Axixá,C
MA,Bacabeira,C
MA,Bequimão,C
MA,Godofredo Viana,C
MA,Lagoa do Mato,C
MA,Luís Domingues,C
MA,Santa Inês,C
MA,São Domingos do Maranhão,C
MA,São Francisco do Brejão,C
MA,Turiaçu,C
PI,Alvorada do Gurguéia,C
PI,Angical do Piauí,C
PI,Barreiras do Piauí,C
PI,Bela Vista do Piauí,C
PI,Bocaina,C
PI,Cocal de Telha,C
PI,Coivaras,C
PI,Corrente,C
PI,Curimatá,C
PI,Eliseu Martins,C
PI,Francinópolis,C
PI,Hugo Napoleão,C
PI,Isaías Coelho,C
PI,Madeiro,C
PI,Manoel Emídio,C
PI,Marcos Parente,C
PI,Milton Brandão,C
PI,Novo Oriente do Piauí,C
PI,Parnaguá,C
PI,Pedro Laurentino,C
PI,Porto Alegre do Piauí,C
PI,Prata do Piauí,C
PI,Rio Grande do Piauí,C
PI,Santa Filomena,C
PI,Santo Antônio dos Milagres,C
PI,São Gonçalo do Gurguéia,C
PI,São João da Varjota,C
PI,São Luis do Piauí,C
PI,São Miguel da Baixa Grande,C
PI,São Miguel do Fidalgo,C
PI,São Pedro do Piauí,C
PI,Sebastião Leal,C
PI,Sussuapara,C
PI,Tamboril do Piauí,C
PI,Várzea Grande,C
CE,Barreira,C
CE,Capistrano,C
CE,Ereré,C
CE,General Sampaio,C
CE,Guaraciaba do Norte,C
CE,Mucambo,C
CE,Paramoti,C
CE,Santana do Cariri,C
CE,São Benedito,C
CE,Solonópole,C
RN,Afonso Bezerra,C
RN,Campo Grande,C
RN,Espírito Santo,C
RN,Itaú,C
RN,Janduís,C
RN,João Dias,C
RN,Lagoa Salgada,C
RN,Parazinho,C
RN,Senador Elói de Souza,C
RN,Taipu,C
RN,Triunfo Potiguar,C
RN,Viçosa,C
PB,Areia de Baraúnas,C
PB,Bom Jesus,C
PB,Boqueirão,C
PB,Caturité,C
PB,Coxixola,C
PB,Vista Serrana,C
PB,Juripiranga,C
PB,Nova Floresta,C
PB,Pilões,C
PB,Pilõezinhos,C
PB,Santana de Mangueira,C
PB,São Domingos,C
PB,São José dos Ramos,C
PB,São José de Princesa,C
PB,São Vicente do Seridó,C
PB,Taperoá,C
PB,Teixeira,C
PB,Triunfo,C
PE,Afrânio,C
PE,Fernando de Noronha,C
PE,Lagoa de Itaenga,C
PE,Ouricuri,C
PE,Santa Terezinha,C
PE,Moreilândia,C
PE,Tacaratu,C
AL,Anadia,C
AL,Cacimbinhas,C
AL,Japaratinga,C
AL,Jundiá,C
SE,Areia Branca,C
SE,Cumbe,C
SE,Feira Nova,C
SE,Itabi,C
SE,Malhada dos Bois,C
SE,Nossa Senhora Aparecida,C
SE,Tomar do Geru,C
BA,Acajutiba,C
BA,Baianópolis,C
BA,Banzaê,C
BA,Barra da Estiva,C
BA,Barra do Mendes,C
BA,Barro Preto,C
BA,Bom Jesus da Serra,C
BA,Brejões,C
BA,Cansanção,C
BA,Catolândia,C
BA,Central,C
BA,Cipó,C
BA,Cravolândia,C
BA,Ibiassucê,C
BA,Jaborandi,C
BA,Jussiape,C
BA,Lajedão,C
BA,Nova Fátima,C
BA,Pé de Serra,C
BA,Piatã,C
BA,Planalto,C
BA,Potiraguá,C
BA,Santa Cruz da Vitória,C
BA,Santa Teresinha,C
BA,Sapeaçu,C
BA,Souto Soares,C
BA,Tabocas do Brejo Velho,C
BA,Teodoro Sampaio,C
BA,Umburanas,C
BA,Utinga,C
BA,Várzea do Poço,C
MG,Abaeté,C
MG,Aiuruoca,C
MG,Alagoa,C
MG,Alterosa,C
MG,Andrelândia,C
MG,Borda da Mata,C
MG,Botelhos,C
MG,Bugre,C
MG,Campo do Meio,C
MG,Carmo da Cachoeira,C
MG,Chiador,C
MG,Comendador Gomes,C
MG,Comercinho,C
MG,Conceição das Pedras,C
MG,Cônego Marinho,C
MG,Córrego Fundo,C
MG,Dom Bosco,C
MG,Dores do Indaiá,C
MG,Douradoquara,C
MG,Funilândia,C
MG,Guapé,C
MG,Gurinhatã,C
MG,Ibitiúra de Minas,C
MG,Icaraí de Minas,C
MG,Iguatama,C
MG,Ijaci,C
MG,Itambé do Mato Dentro,C
MG,Jesuânia,C
MG,Juruaia,C
MG,Limeira do Oeste,C
MG,Madre de Deus de Minas,C
MG,Medeiros,C
MG,Mendes Pimentel,C
MG,Natalândia,C
MG,Nepomuceno,C
MG,Olhos-dÁgua,C
MG,Papagaios,C
MG,Passa Tempo,C
MG,Pedro Teixeira,C
MG,Piracema,C
MG,Santana da Vargem,C
MG,Santa Rita de Caldas,C
MG,Santo Antônio do Amparo,C
MG,São Francisco de Paula,C
MG,São Francisco do Glória,C
MG,São José da Safira,C
MG,São José do Goiabal,C
MG,São Sebastião do Maranhão,C
MG,São Tomás de Aquino,C
MG,Senador Modestino Gonçalves,C
MG,Senhora dos Remédios,C
MG,Serra dos Aimorés,C
MG,Serrania,C
MG,Sobrália,C
MG,Veredinha,C
MG,Vermelho Novo,C
MG,Virginópolis,C
SP,Alfredo Marcondes,C
SP,Anhumas,C
SP,Aparecida dOeste,C
SP,Areiópolis,C
SP,Ariranha,C
SP,Avaí,C
SP,Barão de Antonina,C
SP,Cândido Rodrigues,C
SP,Cedral,C
SP,Dolcinópolis,C
SP,Elisiário,C
SP,Estrela dOeste,C
SP,Florínea,C
SP,Gabriel Monteiro,C
SP,Guapiaçu,C
SP,Guaraçaí,C
SP,Irapuã,C
SP,Irapuru,C
SP,Itobi,C
SP,João Ramalho,C
SP,Júlio Mesquita,C
SP,Jumirim,C
SP,Luiziânia,C
SP,Lupércio,C
SP,Manduri,C
SP,Mesópolis,C
SP,Mira Estrela,C
SP,Monções,C
SP,Motuca,C
SP,Natividade da Serra,C
SP,Neves Paulista,C
SP,Nova Canaã Paulista,C
SP,Nova Granada,C
SP,Nova Independência,C
SP,Nuporanga,C
SP,Onda Verde,C
SP,Oriente,C
SP,Oscar Bressane,C
SP,Palestina,C
SP,Palmares Paulista,C
SP,Palmeira dOeste,C
SP,Paraíso,C
SP,Paranapuã,C
SP,Pracinha,C
SP,Pradópolis,C
SP,Presidente Bernardes,C
SP,Quatá,C
SP,Ribeirão Corrente,C
SP,Ribeirão dos Índios,C
SP,Roseira,C
SP,Salmourão,C
SP,Santa Albertina,C
SP,Santa Mercedes,C
SP,Santana da Ponte Pensa,C
SP,Santo Expedito,C
SP,Santópolis do Aguapeí,C
SP,São Francisco,C
SP,São João de Iracema,C
SP,São José da Bela Vista,C
SP,Tabapuã,C
SP,Taiúva,C
SP,Taquaral,C
SP,Timburi,C
SP,Torre de Pedra,C
SP,Turiúba,C
SP,Ubirajara,C
SP,Uchoa,C
SP,Vera Cruz,C
SP,Chavantes,C
PR,Bocaiúva do Sul,C
PR,Cafeara,C
PR,Farol,C
PR,Flor da Serra do Sul,C
PR,Joaquim Távora,C
PR,Mariluz,C
PR,Nossa Senhora das Graças,C
PR,Santa Maria do Oeste,C
PR,São Carlos do Ivaí,C
PR,Uraí,C
SC,Irati,C
SC,Matos Costa,C
SC,Sul Brasil,C
RS,Augusto Pestana,C
RS,Barão do Triunfo,C
RS,Boa Vista do Incra,C
RS,Bom Jesus,C
RS,Coronel Barros,C
RS,Nova Araçá,C
RS,Nova Pádua,C
RS,Novo Machado,C
RS,Quevedos,C
RS,Sentinela do Sul,C
RS,Tabaí,C
RS,Turuçu,C
RS,Vicente Dutra,C
MS,Caracol,C
MS,Corguinho,C
MS,Inocência,C
MS,Itaporã,C
MS,Japorã,C
MS,Juti,C
MS,Nova Alvorada do Sul,C
MS,Sonora,C
MT,Campos de Júlio,C
MT,Curvelândia,C
MT,Guiratinga,C
MT,São José do Povo,C
GO,Água Fria de Goiás,C
GO,Água Limpa,C
GO,Amorinópolis,C
GO,Anhanguera,C
GO,Araçu,C
GO,Aragarças,C
GO,Aruanã,C
GO,Barro Alto,C
GO,Bom Jesus de Goiás,C
GO,Buritinópolis,C
GO,Cachoeira de Goiás,C
GO,Campo Alegre de Goiás,C
GO,Campo Limpo de Goiás,C
GO,Campos Belos,C
GO,Cromínia,C
GO,Estrela do Norte,C
GO,Fazenda Nova,C
GO,Firminópolis,C
GO,Flores de Goiás,C
GO,Goianápolis,C
GO,Guarinos,C
GO,Indiara,C
GO,Iporá,C
GO,Itaguaru,C
GO,Itapuranga,C
GO,Joviânia,C
GO,Matrinchã,C
GO,Mimoso de Goiás,C
GO,Morro Agudo de Goiás,C
GO,Mossâmedes,C
GO,Mozarlândia,C
GO,Niquelândia,C
GO,Nova América,C
GO,Nova Iguaçu de Goiás,C
GO,Nova Veneza,C
GO,Paraúna,C
GO,Piracanjuba,C
GO,Quirinópolis,C
GO,Rianápolis,C
GO,Rio Quente,C
GO,Sanclerlândia,C
GO,Santa Cruz de Goiás,C
GO,Santo Antônio de Goiás,C
GO,Sítio dAbadia,C
GO,Terezópolis de Goiás,C
GO,Varjão,C
RO,Cacaulândia,C
RO,Ministro Andreazza,C
RO,Mirante da Serra,C
RO,Urupá,C
TO,Araguacema,C
TO,Aurora do Tocantins,C
TO,Bernardo Sayão,C
TO,Brasilândia do Tocantins,C
TO,Cachoeirinha,C
TO,Chapada de Areia,C
TO,Conceição do Tocantins,C
TO,Darcinópolis,C
TO,Dois Irmãos do Tocantins,C
TO,Dueré,C
TO,Ipueiras,C
TO,Juarina,C
TO,Lajeado,C
TO,Marianópolis do Tocantins,C
TO,São Bento do Tocantins,C
TO,Sucupira,C
TO,Tocantínia,C
MA,Água Doce do Maranhão,C
MA,Barão de Grajaú,C
MA,Buritirana,C
MA,Cândido Mendes,C
MA,Central do Maranhão,C
MA,Governador Newton Bello,C
MA,Graça Aranha,C
MA,Joselândia,C
MA,Loreto,C
MA,Milagres do Maranhão,C
MA,Porto Rico do Maranhão,C
MA,Presidente Médici,C
MA,São Bento,C
MA,São Domingos do Azeitão,C
MA,São José dos Basílios,C
MA,São Pedro dos Crentes,C
MA,São Raimundo do Doca Bezerra,C
MA,Senador Alexandre Costa,C
MA,Sucupira do Norte,C
MA,Tasso Fragoso,C
MA,Zé Doca,C
PI,Caraúbas do Piauí,C
PI,Curralinhos,C
PI,Flores do Piauí,C
PI,Floresta do Piauí,C
PI,João Costa,C
PI,Jurema,C
PI,Lagoinha do Piauí,C
PI,Nazaré do Piauí,C
PI,Riacho Frio,C
PI,Santa Cruz do Piauí,C
PI,Santa Luz,C
PI,São Francisco do Piauí,C
PI,São Gonçalo do Piauí,C
PI,São João da Fronteira,C
PI,São João da Serra,C
PI,São João do Piauí,C
PI,Sebastião Barros,C
PI,Vila Nova do Piauí,C
PI,Wall Ferraz,C
CE,Abaiara,C
CE,Carnaubal,C
CE,Croatá,C
CE,Jucás,C
CE,Poranga,C
RN,Vera Cruz,C
PB,Barra de Santa Rosa,C
PB,Bonito de Santa Fé,C
PB,Igaracy,C
PB,Brejo do Cruz,C
PB,Capim,C
PB,Curral Velho,C
PB,Itapororoca,C
PB,Malta,C
PB,Quixaba,C
PB,Riachão do Poço,C
PB,Santana dos Garrotes,C
PB,São Domingos do Cariri,C
PB,São José de Caiana,C
PB,São Sebastião de Lagoa de Roça,C
PB,Tavares,C
PB,Tenório,C
SE,Macambira,C
BA,Abaíra,C
BA,Angical,C
BA,Anguera,C
BA,Cabaceiras do Paraguaçu,C
BA,Conceição da Feira,C
BA,Firmino Alves,C
BA,Gentio do Ouro,C
BA,Ibirapitanga,C
BA,Itamari,C
BA,Jussara,C
BA,Nova Ibiá,C
BA,Pedrão,C
BA,Rio Real,C
BA,Santanópolis,C
BA,São José da Vitória,C
BA,Serra Dourada,C
BA,Tucano,C
MG,Bom Jesus da Penha,C
MG,Campos Altos,C
MG,Capela Nova,C
MG,Capim Branco,C
MG,Carrancas,C
MG,Carvalhópolis,C
MG,Doresópolis,C
MG,Estiva,C
MG,Grupiara,C
MG,Guarda-Mor,C
MG,Ipiaçu,C
MG,Itapagipe,C
MG,Matutina,C
MG,Moema,C
MG,Nova Ponte,C
MG,Paineiras,C
MG,Pedra do Indaiá,C
MG,Pequi,C
MG,Piedade dos Gerais,C
MG,Planura,C
MG,Pratinha,C
MG,São José da Barra,C
MG,Senador Amaral,C
MG,Serra da Saudade,C
MG,Tapiraí,C
MG,Vieiras,C
SP,Avanhandava,C
SP,Bom Sucesso de Itararé,C
SP,Canitar,C
SP,Igaraçu do Tietê,C
SP,Itapura,C
SP,Marapoama,C
SP,Nhandeara,C
SP,Orindiúva,C
SP,Santa Salete,C
SP,São João das Duas Pontes,C
SP,Taiaçu,C
SP,Vitória Brasil,C
PR,Cândido de Abreu,C
PR,Grandes Rios,C
PR,Rancho Alegre DOeste,C
RS,Fazenda Vilanova,C
RS,Nova Roma do Sul,C
RS,Pejuçara,C
RS,Poço das Antas,C
RS,Xangri-lá,C
MT,Alto Garças,C
MT,Nova Brasilândia,C
GO,Americano do Brasil,C
GO,Aurilândia,C
GO,Campestre de Goiás,C
GO,Campinorte,C
GO,Campos Verdes,C
GO,Castelândia,C
GO,Chapadão do Céu,C
GO,Cocalzinho de Goiás,C
GO,Corumbaíba,C
GO,Cristianópolis,C
GO,Cumari,C
GO,Damolândia,C
GO,Formoso,C
GO,Goiandira,C
GO,Guapó,C
GO,Guaraíta,C
GO,Iaciara,C
GO,Inaciolândia,C
GO,Ipiranga de Goiás,C
GO,Itaguari,C
GO,Itajá,C
GO,Itarumã,C
GO,Jussara,C
GO,Mairipotaba,C
GO,Moiporá,C
GO,Montividiu,C
GO,Mundo Novo,C
GO,Nova Crixás,C
GO,Ouro Verde de Goiás,C
GO,Palestina de Goiás,C
GO,Palmelo,C
GO,Paranaiguara,C
GO,Perolândia,C
GO,Pilar de Goiás,C
GO,Professor Jamil,C
GO,Santa Bárbara de Goiás,C
GO,Santa Fé de Goiás,C
GO,São João da Paraúna,C
GO,Serranópolis,C
GO,Taquaral de Goiás,C
GO,Trombas,C
GO,Turvelândia,C
GO,Uirapuru,C
RS,Jacutinga,D
AM,Parintins,D
PE,Araripina,D
MG,Santana do Paraíso,D
PR,Rebouças,D
GO,Alvorada do Norte,D
AM,Caapiranga,D
PA,Alenquer,D
MA,Bom Jardim,D
MA,Codó,D
CE,Crateús,D
RN,João Câmara,D
PB,Alagoa Nova,D
PB,Alhandra,D
PE,Joaquim Nabuco,D
SE,Estância,D
BA,Guanambi,D
MG,Açucena,D
MG,Lima Duarte,D
MG,Piranga,D
SP,Presidente Prudente,D
SC,Grão Pará,D
RS,Agudo,D
RS,Alpestre,D
AM,Novo Airão,D
PA,Cachoeira do Arari,D
PA,Goianésia do Pará,D
TO,Araguatins,D
PI,Uruçuí,D
CE,Aurora,D
RN,Luís Gomes,D
RN,Macau,D
PE,Parnamirim,D
PE,Pesqueira,D
PE,São Vicente Férrer,D
AL,Feliz Deserto,D
AL,Olivença,D
SE,Itabaiana,D
BA,Itiúba,D
BA,Mucuri,D
BA,Porto Seguro,D
BA,Santo Antônio de Jesus,D
MG,Itamonte,D
MG,Morro do Pilar,D
MG,Santa Bárbara,D
MG,São João Evangelista,D
MG,Sardoá,D
MG,Vargem Alegre,D
PR,Cerro Azul,D
PR,Laranjeiras do Sul,D
SC,Águas Mornas,D
SC,Antônio Carlos,D
SC,Imbituba,D
SC,Quilombo,D
SC,Urubici,D
RS,Arroio do Padre,D
RS,Charqueadas,D
RS,Dom Pedrito,D
RS,Mato Castelhano,D
RS,Pareci Novo,D
RS,Santana do Livramento,D
RS,Santa Vitória do Palmar,D
RS,São Luiz Gonzaga,D
RS,Vale Real,D
MS,Bonito,D
MS,São Gabriel do Oeste,D
MT,Nova Bandeirantes,D
MT,Nova Olímpia,D
GO,Águas Lindas de Goiás,D
AC,Sena Madureira,D
AM,Codajás,D
RR,Pacaraima,D
PA,Abaetetuba,D
PA,Água Azul do Norte,D
PA,Curuá,D
PA,Dom Eliseu,D
PA,Novo Repartimento,D
PA,Prainha,D
PA,Redenção,D
PA,Santana do Araguaia,D
PA,Trairão,D
MA,Alto Alegre do Pindaré,D
MA,Tuntum,D
CE,Mauriti,D
CE,Novo Oriente,D
CE,Varjota,D
RN,Jucurutu,D
RN,Nova Cruz,D
PB,Sumé,D
PE,Buíque,D
PE,Ibimirim,D
PE,Ipubi,D
PE,Paudalho,D
PE,Sanharó,D
AL,Palmeira dos Índios,D
AL,Traipu,D
BA,Aiquara,D
BA,Itapetinga,D
BA,Jequié,D
BA,Mundo Novo,D
BA,Prado,D
BA,Presidente Tancredo Neves,D
BA,Santa Inês,D
BA,Santa Luzia,D
BA,Wanderley,D
MG,Água Boa,D
MG,Albertina,D
MG,Antônio Dias,D
MG,Capitão Enéas,D
MG,Careaçu,D
MG,Cipotânea,D
MG,Inhapim,D
MG,Nova União,D
MG,Juatuba,D
MG,Machacalis,D
MG,Matias Cardoso,D
MG,Pirapetinga,D
MG,Pouso Alto,D
MG,Ribeirão Vermelho,D
MG,Rio Preto,D
MG,Santo Antônio do Itambé,D
MG,Varginha,D
SP,Alumínio,D
SP,Dracena,D
SP,Pedra Bela,D
SP,São Roque,D
PR,Apucarana,D
PR,Curiúva,D
PR,Marquinho,D
PR,Matinhos,D
PR,Ribeirão Claro,D
SC,Alto Bela Vista,D
SC,Bom Jardim da Serra,D
SC,Caxambu do Sul,D
SC,Itá,D
SC,Praia Grande,D
SC,Santa Rosa do Sul,D
SC,São Cristóvão do Sul,D
RS,Aratiba,D
RS,Barra do Ribeiro,D
RS,Boa Vista do Cadeado,D
RS,Cacique Doble,D
RS,Cerro Grande do Sul,D
RS,Colinas,D
MS,Porto Murtinho,D
MS,Rio Verde de Mato Grosso,D
AC,Assis Brasil,D
AM,Amaturá,D
AM,Apuí,D
AM,Japurá,D
AM,Juruá,D
AM,Pauini,D
AM,Urucará,D
PA,São Caetano de Odivelas,D
PA,Senador José Porfírio,D
PA,Ulianópolis,D
PA,Viseu,D
AP,Pracuúba,D
TO,Carrasco Bonito,D
TO,Paranã,D
TO,Praia Norte,D
TO,São Miguel do Tocantins,D
TO,Tocantinópolis,D
TO,Xambioá,D
MA,Alto Parnaíba,D
MA,Formosa da Serra Negra,D
MA,Jenipapo dos Vieiras,D
MA,Paço do Lumiar,D
MA,Palmeirândia,D
PI,Aroazes,D
PI,Batalha,D
PI,Joca Marques,D
PI,União,D
CE,Arneiroz,D
CE,Baturité,D
CE,Bela Cruz,D
CE,Canindé,D
CE,Ipu,D
CE,Iracema,D
CE,Itarema,D
CE,Madalena,D
CE,Morrinhos,D
CE,Redenção,D
CE,Tururu,D
RN,Ipanguaçu,D
RN,São Gonçalo do Amarante,D
RN,São Vicente,D
RN,Venha-Ver,D
PB,Diamante,D
PB,Junco do Seridó,D
PB,Natuba,D
PB,Patos,D
PB,Rio Tinto,D
PE,Betânia,D
PE,Brejinho,D
PE,Iati,D
PE,Poção,D
PE,São Bento do Una,D
AL,Batalha,D
SE,Carmópolis,D
SE,Santana do São Francisco,D
SE,São Domingos,D
BA,Aratuípe,D
BA,Barra,D
BA,Feira de Santana,D
BA,Itapicuru,D
BA,Itapitanga,D
BA,Olindina,D
BA,Riachão do Jacuípe,D
BA,Ribeira do Pombal,D
BA,Serra do Ramalho,D
BA,Tanhaçu,D
BA,Valença,D
MG,Abre Campo,D
MG,Belo Vale,D
MG,Bom Jesus do Galho,D
MG,Botumirim,D
MG,Brasília de Minas,D
MG,Divinolândia de Minas,D
MG,Dom Cavati,D
MG,Dores de Guanhães,D
MG,Esmeraldas,D
MG,Guarani,D
MG,Itambacuri,D
MG,Jequitibá,D
MG,Joaíma,D
MG,Manga,D
MG,Moeda,D
MG,Ouro Verde de Minas,D
MG,Pingo-dÁgua,D
MG,Rio Pardo de Minas,D
MG,Santa Bárbara do Leste,D
MG,Sapucaí-Mirim,D
SP,Cruzeiro,D
SP,Ibirá,D
SP,Ilha Comprida,D
SP,Iporanga,D
SP,Jacupiranga,D
SP,Paraibuna,D
SP,Pilar do Sul,D
SP,Queluz,D
SP,Rifaina,D
SP,Vargem Grande do Sul,D
PR,Arapoti,D
PR,Bela Vista do Paraíso,D
PR,Cantagalo,D
PR,Lidianópolis,D
PR,Mamborê,D
PR,Pitanga,D
PR,Santana do Itararé,D
PR,Tijucas do Sul,D
SC,Armazém,D
SC,Balneário Barra do Sul,D
SC,Dionísio Cerqueira,D
SC,Erval Velho,D
SC,Guatambú,D
SC,Leoberto Leal,D
SC,Morro Grande,D
SC,Santa Rosa de Lima,D
SC,São João do Sul,D
SC,Trombudo Central,D
SC,Xavantina,D
RS,Barra do Guarita,D
RS,Cerro Largo,D
RS,Iraí,D
RS,Itaara,D
RS,Marcelino Ramos,D
RS,Nova Ramada,D
RS,Restinga Sêca,D
RS,Rio Pardo,D
RS,Santo Cristo,D
RS,São José dos Ausentes,D
RS,Tramandaí,D
MT,Nortelândia,D
MT,Paranaíta,D
MT,Santo Antônio do Leverger,D
MT,Terra Nova do Norte,D
MT,Nova Monte Verde,D
GO,Novo Gama,D
RO,Costa Marques,D
RO,Campo Novo de Rondônia,D
AC,Mâncio Lima,D
AM,Alvarães,D
AM,Fonte Boa,D
AM,Rio Preto da Eva,D
PA,Baião,D
PA,Brasil Novo,D
PA,Breves,D
PA,Bujaru,D
PA,Chaves,D
PA,Faro,D
PA,Gurupá,D
PA,Jacundá,D
PA,Placas,D
PA,Ponta de Pedras,D
PA,Salinópolis,D
PA,Salvaterra,D
PA,Santa Maria das Barreiras,D
PA,São João de Pirabas,D
AP,Calçoene,D
AP,Cutias,D
AP,Tartarugalzinho,D
TO,Ananás,D
TO,Goiatins,D
MA,Carutapera,D
MA,Chapadinha,D
MA,Davinópolis,D
MA,Duque Bacelar,D
MA,Icatu,D
MA,Matões,D
MA,Parnarama,D
MA,Santa Luzia,D
PI,Acauã,D
PI,Altos,D
PI,Buriti dos Lopes,D
PI,Cabeceiras do Piauí,D
PI,Ilha Grande,D
PI,Luís Correia,D
PI,Luzilândia,D
PI,Queimada Nova,D
PI,São José do Divino,D
PI,São Miguel do Tapuio,D
CE,Boa Viagem,D
CE,Cariré,D
CE,Hidrolândia,D
CE,Jaguaribara,D
CE,Mombaça,D
CE,Moraújo,D
CE,Palhano,D
CE,Parambu,D
CE,Quiterianópolis,D
CE,Viçosa do Ceará,D
RN,Alto do Rodrigues,D
RN,Carnaubais,D
RN,Coronel Ezequiel,D
RN,Goianinha,D
RN,Lagoa de Velhos,D
RN,Macaíba,D
RN,Marcelino Vieira,D
RN,Patu,D
RN,Riachuelo,D
RN,Rodolfo Fernandes,D
RN,Ruy Barbosa,D
PB,Belém,D
PB,Salgado de São Félix,D
PB,São José da Lagoa Tapada,D
PE,Belém do São Francisco,D
PE,Bom Conselho,D
PE,Bom Jardim,D
PE,Carnaubeira da Penha,D
PE,Flores,D
PE,Granito,D
PE,Itacuruba,D
PE,Ilha de Itamaracá,D
PE,Jupi,D
PE,Jurema,D
PE,Palmeirina,D
PE,Panelas,D
PE,Pombos,D
PE,Riacho das Almas,D
PE,Santa Maria do Cambucá,D
PE,São Joaquim do Monte,D
PE,Timbaúba,D
PE,Tracunhaém,D
AL,Jacuípe,D
AL,Joaquim Gomes,D
AL,Limoeiro de Anadia,D
AL,Passo de Camaragibe,D
SE,Brejo Grande,D
SE,Laranjeiras,D
SE,Monte Alegre de Sergipe,D
SE,Salgado,D
SE,Simão Dias,D
BA,Alcobaça,D
BA,Araci,D
BA,Barra do Rocha,D
BA,Canavieiras,D
BA,Conceição do Almeida,D
BA,Coração de Maria,D
BA,Floresta Azul,D
BA,Gandu,D
BA,Ibicuí,D
BA,Itagi,D
BA,Itaju do Colônia,D
BA,Itambé,D
BA,Jaguarari,D
BA,Mirangaba,D
BA,Muquém do São Francisco,D
BA,Mutuípe,D
BA,Nilo Peçanha,D
BA,Nordestina,D
BA,Pau Brasil,D
BA,Paulo Afonso,D
BA,Presidente Jânio Quadros,D
BA,Remanso,D
BA,São Sebastião do Passé,D
BA,Serrinha,D
MG,Abadia dos Dourados,D
MG,Águas Formosas,D
MG,Alpercata,D
MG,Alvinópolis,D
MG,Amparo do Serra,D
MG,Araçuaí,D
MG,Araxá,D
MG,Arinos,D
MG,Cachoeira da Prata,D
MG,Caiana,D
MG,Caldas,D
MG,Chapada do Norte,D
MG,Frei Gaspar,D
MG,Frei Inocêncio,D
MG,Itacarambi,D
MG,Jaguaraçu,D
MG,Jaíba,D
MG,Juramento,D
MG,Lagoa Grande,D
MG,Materlândia,D
MG,Matipó,D
MG,Mesquita,D
MG,Munhoz,D
MG,Nova Belém,D
MG,Nova Resende,D
MG,Padre Carvalho,D
MG,Pavão,D
MG,Pocrane,D
MG,Raul Soares,D
